ID,ORIGINURI,UUIDHISTORY,OCCUPATIONGROUPCODE,CODE,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED,PREFERREDLABEL,ALTLABELS,DESCRIPTION,CONFIDENCE,SECTOR,SUBSECTOR,SECTORID,SUBSECTORID
687671c0ebd2bf665349dc94,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,"32751c60-0c14-4281-a13c-209745087d9e
66f5cf4d-96e4-46ea-b006-418a4b38524d
8743b6e5-426a-4b4b-b101-7966cc9a00f0
b7ff389d-48b4-4922-904d-8d2120e679b0
a49b4391-e2bf-44e5-ac34-f291b15a636a",1111,1111.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,mayor,"County Municipality Board Chairperson
cabinet leader
civic leader
council leader
lady mayoress
leader of the council
lord mayor
mayor
mayoress","Mayors chair their jurisdiction's council meetings and act as main supervisor of the local government's administrative and operational policies. They also represent their jurisdiction in ceremonial and official events and promote activities and events. They, together with the council, hold the local or regional legislative power and oversee development and implementation of policies. They also supervise staff and perform administrative duties.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc95,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,"f470e2d8-1fcb-4cf9-832f-da73ff197da1
a0a3c44f-8a55-49b7-825c-6e8ac7dd5b3e
625dc4e6-8e37-4bc5-a419-70410e481a5e
74ef21cc-b666-4a53-ab05-0ddb727352ca
0628b2f9-cbd7-4550-b59a-caa40c4a257e",1111,1111.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,member of parliament,"Deputy Speaker of the National Assembly
Member National Assembly
Speaker of the National Assembly
assembly member
legislative member
member of european parliament
member of parliament","Members of parliament represent their political party's interests in parliaments. They perform legislative duties, developing and proposing new laws, and communicate with government officials to assess current issues and government operations. They oversee the implementation of laws and policies and function as government representatives to the public to ensure transparency.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc96,http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,"c14d3958-fa76-4d65-ac85-1a0e236c0cb6
db19986c-626d-4d02-b4bc-782d4be4ada3
af8ae0b9-b7d2-4daa-86e8-8c8077e8f4c3
c039e5f4-f4a2-4159-adf3-7b94dc35270b
f4781439-4221-4c2a-bfef-1f58c702af4f",1111,1111.6,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,secretary of state,"Cabinet Secretary
County Secretary
Financial Secretary
Permanent Secretary
Principal Secretary
Secretary to the Cabinet
Secretary, Commission on Revenue Allocation
Secretary, Ethics and Anti-Corruption Commission
Secretary, Independent Electoral and Boundaries Commission
Secretary, Kenya National Human Rights and Equality Commission
Secretary, National Land Commission
Secretary, Parliamentary Service Commission
Secretary, of Commission of Administrative Justice
minister of state
secretary of state
senior minister
state secretary
under secretary of state
undersecretary of state","Secretaries of state assist heads of government departments, such as ministers, and aid in the supervision of proceedings in the department. They assist in the direction of policies, operations, and department staff, and perform planning, resource allocation, and decision-making duties.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc97,http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,"1872e35c-5aa1-4af7-aeca-7bd58f7628ae
5b99c32f-5322-4aee-98ae-de2758a87e23
db71e9cb-88f1-46da-8dc5-44035da8eb7d
192ef14b-d941-4e11-a119-d6aa3cbe7722
4e9f88d4-ba79-4ada-a544-7046eadde7c0",1111,1111.7,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,senator,"Deputy Speaker Senate
Speaker of Senate
senator
Legislator","Senators perform legislative duties on a central government level, such as working on constitutional reforms, negotiating on bills of law, and settling conflicts between other governmental institutions.",low_similarity,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc99,http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,"e38216b3-9cd7-4492-b72e-100f6e55ee73
7a5421c3-9191-41b3-86ce-aab33e77f83b
af776366-150a-41de-993e-17f707d66674
f9440201-abb1-45cb-9a5f-35262f054ec8
392ce5e6-a19a-4968-95eb-96c36683a465",1112,1112.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,consul,"consul-general
consul
honorary consul
attaché
chargé d'affaires",Consuls represent governments in foreign institutions such as embassies in order to facilitate economic and political cooperation between the two nations. They protect the interests of their home nation and provide bureaucratic assistance to citizens living as expatriates or travelling in the host country.,,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9a,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,"ed3f20c4-a3d9-410e-99bc-ee5fa803c7db
462cad86-0449-4906-a545-04879a5ba6db
14fed09f-208b-405c-b781-b32a9a5e4d9c
a8f545e8-34e0-4ec4-a784-dc16b79ef313
068125a5-9b96-4251-8ad1-e81b39a43fd7",1112,1112.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,diplomat,"Courier, diplomatic
UN diplomat
diplomat
diplomatic agent
diplomatic service officer
envoy
foreign service officer
her majesty's diplomat","Diplomats represent their home nation and government in international organisations. They negotiate with the organisation's officials to ensure the home nation's interests are protected, as well as facilitate productive and friendly communication between the home nation and the international organisation.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9b,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,"c5a75e35-6a37-414d-af0b-dc4cc688df5a
0f7fa8e8-b9b4-4335-98cc-317b21d767f5
d4903873-8c02-4711-92e0-9029b39f9e23
04dc0369-a9f3-440c-a03b-ebd20a4ddeff
3ea057a9-11ba-4d90-8d10-3dbeba0548ca",1112,1112.3.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,ambassador,"resident ambassador
diplomatic ambassador
high commissioner
ordinary ambassador
ambassador
Sales Ambassador",Ambassadors represent their own government in foreign countries for diplomatic and peace-keeping purposes. They deal with political negotiation between the country of origin and the country where they are stationed and ensure the protection of citizens from their home nation in the nation they are stationed. They facilitate communication between the two nations and perform advisory functions to the home government to help develop foreign policy.,high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9c,http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,"54dd76a0-3769-4792-97ec-3919da880a47
f1edf730-728b-4385-acc4-409934df8cfa
dd3df574-d1e0-439d-8359-02ee11301295
578ef529-4582-462e-9670-720771aabe19
e0241687-34be-46a2-bd91-497a7292551d",1112,1112.3.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,embassy counsellor,"embassy counselor
defence attache
embassy officer
political attache
economic attache
counsellor of embassy
attache
cultural attache
embassy counsellor","Embassy counsellors supervise specific sections in an embassy, such as economics, defence or political affairs. They perform advisory functions for the ambassador, and perform diplomatic functions in their section or specialty. They develop policies and implementation methods and supervise the embassy section's staff.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9d,http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,"df2085ba-a517-4ee6-bc51-1f2e98f62c71
a6719b26-b105-45f4-b41d-c4a98a278dfe
ae47ca14-ddad-413f-bdc4-99f757b6bffe
dbbd987a-5a7f-4ae7-b909-f1a550adea2e
4c5ab17d-f9e7-48c5-a3f1-1bca34751f4e",1112,1112.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,fire commissioner,"brigade manager
fire brigade commissioner
fire service commissioner
chief fire officer
fire commissioner
area manager",Fire commissioners oversee the activity of the fire department making sure the services supplied are effective and the necessary equipment is provided. They develop and manage the business policies ensuring the legislation in the field is followed. Fire commissioners perform safety inspections and promotes fire prevention education.,,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9e,http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,"b18012e1-b2b4-4c04-ae77-e9de5a9edec0
53bca00d-6351-4021-9faa-b05dbd4afc29
056f9f2e-1a17-4a17-86fb-20a47fc34ba5
ac087737-10cc-4e31-9589-fc9454098fcf
bf46c441-28c1-4618-b4fb-17fa5c28dd65",1112,1112.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,police commissioner,"Inspector General of Police
Provincial Commissioner
Secretary, Police Service Commission
chief constable
chief police constable
chief police officer
commissaire
police & crime commissioner
police and crime commissioner
police chief
police chief constable
police commissioner
police woman
sheriff
Deputy Director
Commissioner","Police commissioners supervise an entire police department by monitoring and regulating the administrative and operational activities of a police department, as well as developing policies and procedural methods. They are responsible for the cooperation between the various divisions in the department, and overseeing the employees' performance.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dc9f,http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,"62dadbf9-b2d3-467a-9c83-83d6f8b5c3b3
8cc8aea5-1a16-4170-a173-33c7ecc0fbbf
9d4cad03-7c4d-422d-b104-004e67c3fadd
92b73e80-4e21-465b-bb5e-112502d407f2
8d386b06-48a5-4c2b-9283-f16195c0d1fc",1112,1112.6,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,public administration manager,"Administrators
Assistant County Commissioner
Chairperson Ethics and Anti-Corruption Commission
Chairperson and Members Council of Governors
Chairperson and Members of Police Service Commission
Chairperson and Members of Salaries and Remuneration Commission
Chairperson and Members of the Commission on Revenue Allocation
Chairperson and Members of the Independent Electoral and Boundaries
Commission
Chairperson and Members of the Judicial Service Commission
Chairperson and Members of the Kenya National Human Rights and
Equality Commission
Chairperson and Members of the National Land Commission
Chairperson and Members of the Parliamentary Service Commission
Chairperson and Members of the Public Service Commission
Chairperson and Members of the Teachers Service Commission
Chief
Chief County Officer
Chief Whip
Chief of Staff and Head of Public Service
Commissioner of Revenue Allocation
Comptroller of State House
Controller of Budget
County Chief of Staff
County Commissioner
Deputy County Commissioner
District Officer
District commissioner
Other Government Administrators
Postmaster
Postmaster General
Regional Coordinators
Secretary, County Public Service Board
Secretary, Public Service Commission
Secretary, Salaries and Remuneration Commission
Secretary, Teachers Service Commission
Sub County Administrator
Town Manager
Ward Administrators
chief of staff
city administrator
civil service administrator
county council manager
district council manager
government department manager
local authority officer
public administration director
public administration manager
public administrator
public body administrator
public body manager
public institution director
public service administrator
public service director
Administration Manager
Change Management Officer
Public Affairs Manager
Administration
Government and Public Administration","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dca0,http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,"9d37d0bb-e401-46d7-b021-3deaac51a620
d61dc6f7-ff56-4b94-afe1-2469c9d037d9
64e0a068-dd3d-495c-940c-6b067566968e
83baa965-084e-415f-887c-aa1fc2f87a08
448adf96-beab-4a5d-82d5-e1bbe75d199e",1112,1112.7,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,secretary general,"Chief Secretary
Secretary, Council of Governors
first secretary
general secretary
international organisation chief officer
secretary general
secretary-general
General Coordinator
Secretary General","Secretaries general head international governmental or nongovernmental organisations. They supervise staff, direct policy and strategy development, and function as main representative of the organisation.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dca1,http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,"3488307f-1097-4ecc-884b-a01e521a6193
2bf12796-e25e-4967-9286-c7f0371f47da
6912db6d-8e9e-4e58-8af7-91f56053a145
76f0498a-13e0-4965-a83f-5b42c7e9c2ef
d299cfa9-d833-4fcb-9d5d-11808a20c312",1114,1114.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,special-interest groups' official,"Senior Official of Council of Governors
Senior Official of Humanitarian and Other Special Interest Organization
Senior Official of Jua Kali Employers Association
Senior Official of Political Party Organization
Senior Official of Social and Welfare Society
campaign group official
employers organisation official
humanitarian organisation official
industry association official
lobbying body official
professional body official
special-interest group official
special-interest group staff member
special-interest group worker
special-interest groups' official
special-interest groups' staff member
special-interest groups' worker
sport governing body official
sports association official
trade association official
trades union official
trades union research officer","Special-interest groups' officials represent and act on behalf of special-interest groups such as trade unions, employer organisations, trade and industry associations, sports associations and humanitarian organisations. They develop policies and ensure their implementation. Special-interest groups' officials speak for their members in negotiations about topics such as working conditions and safety.",,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dcad,http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0,"2ee696ba-f18b-4fd5-8c8f-1b6cd29b4a7e
80aa8e3d-323d-4845-a3cb-a7fec4b85be4
fe177b61-4b44-4578-9dfd-381c7301cfba
6271ff34-d4de-4418-ac2c-3adee443eb66
24241774-080f-492a-ab76-da36e5c25816",1212,1212.1,,The employee volunteering programme coordinator does not usually manage the volunteers directly but rather acts as the interface between the employer and the volunteering organisation that the employees will volunteer with or vice versa.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,employee volunteering programme coordinator,"corporate volunteering coordinator
corporate volunteering manager
employee volunteering programme coordinator
Volunteer Coordinator","Employee volunteering programme coordinators work across sectors and fields to coordinate and manage the employee volunteering (sometimes called corporate volunteering) programme for their employer. They are in charge of connecting with local community organisations to determine needs and arrange for volunteers from within the staff of the company to engage with local entities, such as local authorities or local civil society organisations, to meet those needs. Employee volunteering programme coordinators might also arrange for volunteers to undertake their duties online in collaboration with civil society initiatives meeting identified needs. These roles can exist in the company or setting where the employees are based and also in the civil society organisation who receives the volunteers from the employee or corporate volunteering scheme.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dcaf,http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,"29634384-09ca-4e60-9c1b-be636342ffc3
454e703d-7ad2-4324-a4bc-c128edef3c26
6576d21d-191f-47ff-8012-8b9109dfbd0e
7b232da3-8cc2-447f-b211-732a39e839dd
895f097d-a63c-48ab-8e12-7cd6b8e46a84",1212,1212.2.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,equality and inclusion manager,"employment equity director
equity and diversity manager
equity programme director
equality & inclusion worker
equality and inclusion manager
access and equality manager
equity and inclusion manager
diversity, equity and inclusion director
equity, diversion and inclusion manager
civil rights manager
equal employment opportunity officer
equal rights manager
senior equality and inclusion manager
diversity and equality manager
equality manager
equity program director
diversity and inclusion manager
equal opportunities manager
equality and inclusion worker
equity and inclusion specialist
equality and inclusion director
diversity leader
manager equality and inclusion
anti-discrimination manager
Gender Equality and Inclusion Specialist","Equality and inclusion managers develop policies to improve affirmative action, diversity and equality matters. They inform staff in corporations on the importance of the policies, and implementation and advise senior staff on corporate climate. They also perform guidance and support duties for employees.",high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dcb0,http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,"fcec07ee-afb3-4c2e-8a00-bebb63516637
ed569f55-948f-4459-9c0d-af090c8fb544
230b401a-c41c-4791-80c1-65a1dbbf91fc
aeba9769-7b4f-42e8-acc3-aafe76ffa90e
d18dedcf-2aa6-462d-9545-843fe50845f9",1212,1212.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,volunteer manager,"volunteer engagement coordinator
volunteer program manager
volunteer program coordinator
community engagement coordinator
volunteering development manager
volunteer manager
Volunteer Service Manager
Volunteer","Volunteer managers work across the non-profit sector to recruit, train, motivate and supervise volunteers. They are in charge of designing volunteer assignments, recruiting volunteers, reviewing the tasks undertaken and impact made, providing feedback and managing their overall performance against the objectives of the organisation. Volunteer coordinators might also manage online volunteering activities, sometimes known as cyber-volunteering or e-volunteering.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dcb1,http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683,"c01d9754-248d-47b2-8305-9decc90cb4a8
a3cb0257-c5f1-44cc-b7e5-96adac59792c
679dba90-fd4b-4d96-be64-32aeb27f8145
7f33059f-2ae9-4630-8dee-004115a4539a
039b005d-837d-4e85-9b07-ea99fa8d518f",1213,1213.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,director of compliance and information security in gambling,"gaming compliance and information security director
manager of compliance and information security in gambling
gambling compliance and information security manager
manager of compliance and information security in gaming
gaming compliance and information security manager
director of compliance and information security in gambling
gambling compliance and information security director
security information director
compliance director
security information manager
Gambling Surveillance Officer",Directors of compliance and information security in gambling follow the regulatory compliance for gambling and oversee information security to ensure secure and safe use of all information technology associated in gambling.,high_confidence,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
687671c0ebd2bf665349dcb2,http://data.europa.eu/esco/occupation/64e38ce7-3901-4261-bfee-77c7a77397f2,"4dd068ac-c684-4c88-b0e4-8c94929fe2b8
4ebaa4ba-bace-4189-9c1e-c10cfdd4562d
02745218-a084-4ff3-be77-68905bafb68a
7a5389e1-6dd4-4caf-923a-e945e25df0fd
7a7c8a17-8f0c-4e0c-95fa-0789992a1b25",1213,1213.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,True,policy manager,"technical services manager
policy coordinator
policy manager
policy advocacy manager
compliance coordinator
sustainability manager
environmental policy manager
ethics manager
policy advocacy coordinator
compliance director
business ethicist
advocacy coordinator
Policy Analyst
Policy Consultant
Policy and Advocacy Manager
Policy Manager
Policy Researcher
Policy LINK â€“ Administrative","Policy managers are responsible for managing the development of policy programs and ensuring that the strategic objectives of the organization are met. They oversee the production of policy positions, as well as the organization's campaign and advocacy work in fields such as environmental, ethics, quality, transparency, and sustainability.",exact,Service,Other services,b5ab236c-527f-4277-b21b-6cb432afe3e3,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
